S,E,I,Q_E,Q_I,R,F
6.435453387957913e+26,119086.09620425872,223949.0234042881,981.9731659784773,5002.142100056158,681732.3687526677,70386.88969710811
7.100589759914551e+26,118869.46413392505,223575.6207152286,979.8616970137006,4995.407122609471,683417.2679092243,70586.59831588552
7.836361465057102e+26,118653.55455729773,223202.497934048,977.7605583071135,4988.655611065042,685096.8817852112,70785.97520730252
8.64983480006328e+26,118438.35529941479,222829.66592422116,975.6696527779276,4981.88799379069,686771.2175720746,70985.02059242707
9.548520093119705e+26,118223.85448374998,222457.13524254857,973.5888841120634,4975.10469298282,688440.2825487969,71183.73470057533
1.0540371703921895e+27,118010.04053221273,222084.91613915647,971.5181567621505,4968.306124666422,690104.0840818963,71382.11776931144
1.1633788023674268e+27,117796.90216514816,221713.0185574968,969.4573759475278,4961.49269869507,691762.6296254281,71580.17004444775
1.2837611475090147e+27,117584.42840133709,221341.4521343472,967.4064476542432,4954.664818750927,693415.9267209832,71777.8917800446
1.4163560082721056e+27,117372.60868319248,220970.22606977413,965.3652764865125,4947.822886241401,695063.983040839,71975.28324203973
1.5633506701671502e+27,117161.43385453256,220599.34811202073,963.3337535945903,4940.9673186933915,696706.8067281663,72172.34473699307
1.7255810000892968e+27,116950.89511316367,220228.82564555798,961.3117761026394,4934.098513443897,698344.4060370541,72369.07658184852
1.903972819206664e+27,116740.98374649363,219858.6659649237,959.2992438889664,4927.216859251645,699976.7892361272,72565.47909561101
2.0998115491182772e+27,116531.69119803616,219488.8762055914,957.2960578845609,4920.322739799608,701603.9646310854,72761.55260122666
2.314742211854067e+27,116323.00906741101,219119.46334397024,955.3021200730959,4913.416533695,703225.9405647053,72957.29742558292
2.5507694298748705e+27,116114.9291103439,218750.4341974051,953.3173334909272,4906.498614469279,704842.7254168385,73152.71389950845
2.8102574260724293e+27,115907.44323866651,218381.79542417644,951.3416022270939,4899.5693505781455,706454.327604413,73347.80235777318
3.095930023769393e+27,115700.54352031651,218013.55352350048,949.3748314233178,4892.629105401541,708060.7555814324,73542.5631390883
3.410870646719315e+27,115494.22217933752,217645.71483552904,947.4169272740044,4885.678237243652,709662.0178389761,73736.99658610628
3.7585223191066563e+27,115288.47159587916,217278.28554134967,945.4677970262417,4878.717099332907,711258.1229051996,73931.10304542084
4.14268766554678e+27,115083.28430619702,216911.27166298556,943.5273489798011,4871.746039821976,712849.079345334,74124.8828675669
4.5675289110859624e+27,114878.65300265267,216544.67906339557,941.5954924871372,4864.765401787775,714434.8957616864,74318.33640702073
5.037567881201378e+27,114674.57053371363,216178.51344647422,939.6721379533873,4857.775523231459,716015.5807936394,74511.46402219981
5.557686001801108e+27,114471.02990395344,215812.78035705167,937.7571968363721,4850.776737078429,717591.143117652,74704.26607546287
6.133124299224147e+27,114268.02427405157,215447.48518089385,935.8505816465954,4843.769371178325,719161.5914472586,74896.74293310993
6.769483400240388e+27,114065.5469607935,215082.6331447023,933.9522059472438,4836.753748305034,720726.9345330696,75088.89496538223
7.47272353205063e+27,113863.59143707066,214718.2293161142,932.0619843541872,4829.730186156683,722287.1811627714,75280.72254646232
8.24916452228658e+27,113662.15133188046,214354.2786037024,930.1798325359787,4822.698997355643,723842.3401611259,75472.22605447397
9.105485799010854e+27,113461.2204303263,213990.7857569755,928.3056672138541,4815.660489448528,725392.420389971,75663.4058714822
1.0048726390716968e+28,113260.79267361756,213627.75536637768,926.4394061617327,4808.614964906193,726937.4307482205,75854.26238349333
1.1086425911074682e+28,113060.86216288227,213265.191859325,924.5809681299088,4801.562721272986,728477.3801731884,76044.79598056522
1.223528268485585e+28,112861.42357220048,212903.0990711088,922.7302666992704,4794.504061807391,730012.2777848286,76235.00706891053
1.3505832283901114e+28,112662.47205571434,212541.48034202878,920.8872160034282,4787.439281780063,731542.1328549115,76424.89606849014
1.490446979399833e+28,112464.0027729768,212180.33900994904,919.0517340302258,4780.368666053665,733066.9546399217,76614.46339883322
1.644051584476978e+28,112266.0109653359,211819.67833068798,917.2237397418412,4773.292495595169,734586.7524070977,76803.7094811495
1.8126216609672163e+28,112068.49195593482,211459.5014780182,915.4031530747877,4766.211047475853,736101.5354344316,76992.6347383292
1.997674380599661e+28,111871.44114971194,211099.81154366655,913.589894939913,4759.124594871299,737611.3130106692,77181.23959494306
2.2010194694868665e+28,111674.85403340073,210740.61153731405,911.7838872223998,4752.033407061401,739116.0944353102,77369.52447724235
2.42475920812483e+28,111478.72617552977,210381.904386596,909.9850527817655,4744.9377494303535,740615.8890186079,77557.48981315884
2.671288431392991e+28,111283.05322642285,210023.69293710182,908.1933154518622,4737.837883466661,742110.7060815695,77745.13603230484
2.943294528554231e+28,111087.83091819886,209665.9799523753,906.4086000408771,4730.734066763135,743600.5549559557,77932.46356597316
3.2437574432548733e+28,110893.05506477182,209308.7681139143,904.6308323313318,4723.626553016892,745085.4449842811,78119.47284713715
3.575949673524685e+28,110698.7215618509,208952.060021171,902.8599390800831,4716.5155920293555,746565.3855198141,78306.16431045065
3.943436271776873e+28,110504.82638694043,208595.85819155182,901.0958480183223,4709.401429706256,748040.3859265768,78492.53839224805
4.35007484480809e+28,110311.36559933983,208240.1650604173,899.3384878515756,4702.2843080576295,749510.4555793449,78678.59553054425
4.800015553798426e+28,110118.33534014369,207884.98298108226,897.5877882597039,4695.164465197821,750975.6038636479,78864.33616503463
5.297701114311419e+28,109925.73183224176,207530.31422481575,895.843679896903,4688.04213534548,752435.8401757693,79049.76073709513
5.847866796294045e+28,109733.55138031887,207176.16098084106,894.1060943917036,4680.917548823562,753891.1739227461,79234.86968978222
6.455540424076724e+28,109541.79037085503,206822.52535633565,892.3749643469708,4673.790932059333,755341.614522369,79419.66346783284
7.126042376373316e+28,109350.44527212538,206469.4093764312,890.650223339905,4666.662507584359,756787.1714031824,79604.1425176645
7.864985586281124e+28,109159.51263420022,206116.81498421368,888.931805922041,4659.53249403452,758227.854004485,79788.30728737517
8.6782755412809e+28,108968.98908894493,205764.74404072322,887.2196476192486,4652.401106149997,759663.6717763284,79972.1582267434
9.575382544154459e+28,108778.8714305822,205413.19824115478,885.5136835600794,4645.268557367442,761094.634208127,80155.69578959863
1.0569688285825465e+29,108589.1568444838,205062.17887736898,883.813846881701,4638.135061049316,762520.7509096562,80338.9204406747
1.1665957037642629e+29,108399.84254227753,204711.6872173275,882.1200744114451,4631.000820162541,763942.0314815715,80521.8326448471
1.2870792620946315e+29,108210.92577146496,204361.72449453452,880.4323039492916,4623.866034395328,765358.4855191252,80704.43286728197
1.4193185677662732e+29,108022.4038225815,204012.29190057458,878.7504740806052,4616.730900561756,766770.1226147165,80886.72157364342
1.5644513670303912e+29,107834.2740291965,203663.39058511268,877.0745241761341,4609.5956126017745,768176.952357891,81068.69923009347
1.723854088196772e+29,107646.53376791315,203315.0216558943,875.404394392011,4602.460361581199,769578.9843353409,81250.36630329206
1.899141841633785e+29,107459.18045836852,202967.1861787453,873.7400256697525,4595.325335691714,770976.2281309052,81431.7232603971
2.092168419768383e+29,107272.21156323358,202619.88517757205,872.0813597362594,4588.190720250871,772368.6933255696,81612.77056906444
2.3050262970861015e+29,107085.62458821316,202273.1196343613,870.4283391038167,4581.056697702092,773756.3894974664,81793.50869744779
2.5400466301310597e+29,106899.41708204598,201926.89048918028,868.7809070700933,4573.923447614665,775139.3262218744,81973.93811419884
2.7997992575059582e+29,106713.58663650465,201581.19864017668,867.1390077181425,4566.791146683746,776517.5130712197,82154.05928846725
3.087092699872083e+29,106528.13088639562,201236.04494357854,865.5025859164014,4559.659968730362,777890.9596150741,82333.87268990054
3.4049741599493034e+29,106343.04750955926,200891.4302136944,863.8715873186914,4552.530084701405,779259.675420157,82513.3787886442
3.756729522516068e+29,106158.3342268698,200547.3552229133,862.2459583642178,4545.401662669637,780623.6700503338,82692.57805534164
4.145883354409412e+29,105973.98880223537,200203.8207017046,860.6256462775706,4538.274867833687,781982.9530666169,82871.47096113424
4.5761989045249535e+29,105790.00904259793,199860.8273386182,859.0105990687231,4531.149862518052,783337.5340271654,83050.05797766124
5.0516781038168915e+29,105606.39279793338,199518.37578028435,857.4007655330332,4524.0268061730985,784687.4224872846,83228.33957705989
5.576561565298011e+29,105423.13796125147,199176.46663141384,855.796095251243,4516.905855375061,786032.6279994273,83406.31623196532
6.155328584039678e+29,105240.24246859584,198835.10045479782,854.1965385894782,4509.78716382604,787373.160113192,83583.9884155106
6.79269713717184e+29,105057.70429904398,198494.27777130794,852.6020466992493,4502.670882354008,788709.0283753248,83761.35660132676
7.494080476761196e+29,104875.52148040968,198153.99905394745,851.0125713975581,4495.557159165305,790040.242331831,83938.42126371292
8.271335069590359e+29,104693.69222535192,197814.26458619724,849.4280633544278,4488.446143002413,791366.8115775425,84115.1828817221
9.130141799667116e+29,104512.21483922884,197475.07455848966,847.848475123553,4481.337976076258,792688.7457210786,84291.64193643615
1.0075043273277073e+30,104331.08763282484,197136.42915847315,846.2737605580558,4474.232796819681,794006.0543545586,84467.79890830879
1.1112532811990634e+30,104150.30893974696,196798.32855275378,844.7038741016761,4467.130741596056,795318.7470603389,84643.65427767737
1.2251054452662988e+30,103969.8771164248,196460.77288689537,843.1387707887736,4460.031944699288,796626.8334110122,84819.20852476289
1.350100294743413e+30,103789.79054211063,196123.7622854195,841.5784062443261,4452.9365383538125,797930.3229694086,84994.46212966993
1.487472376372884e+30,103610.0476188793,195787.29685180544,840.0227366839301,4445.8446527146,799229.2252885945,85169.41557238676
1.6386513084256693e+30,103430.64677162826,195451.37666849015,838.4717189138014,4438.75641586715,800523.5499118733,85344.06933278525
1.8052617807012064e+30,103251.58644807762,195116.0017968683,836.9253103307739,4431.6719538274965,801813.3063727854,85518.42389062088
1.9891235545274112e+30,103072.86511877007,194781.17227729238,835.3834689223005,4424.591390542205,803098.5041951074,85692.47972553279
2.1922514627606798e+30,102894.48127707092,194446.8881290725,833.8461532664528,4417.514847888372,804379.1528928535,85866.23731704376
2.416855409785887e+30,102716.4334391681,194113.14935047648,832.3133225319212,4410.442445673627,805655.2619702742,86039.69714456017
2.665340371516389e+30,102538.72014407215,193779.95591872995,830.7849364780149,4403.3743016361295,806926.8409218567,86212.85968737202
2.9403063953940175e+30,102361.33995361623,193447.30779001614,829.2609554546615,4396.310531444574,808193.8992323255,86385.725424653
3.2445486003890865e+30,102184.2914524561,193115.20489947608,827.7413404024076,4389.251248698186,809456.4463766415,86558.29483546037
3.581057177000391e+30,102007.57324807014,192783.6471612085,826.2260528524185,4382.19656492672,810714.4918200026,86730.56839873505
3.9530173872552006e+30,101831.18397075935,192452.63446826985,824.7150549264783,4375.1465895904685,811968.0450178433,86902.54659330158
4.363809564709268e+30,101655.12227364731,192122.1666926743,823.2083093369895,4368.10143008025,813217.115415835,87074.22989786812
4.817009114446823e+30,101479.38683268029,191792.24368539368,821.7057793869737,4361.061191717418,814461.7124498863,87245.61879102649
5.316386513080578e+30,101303.9763466271,191462.86527635765,820.2074289700713,4354.025977753859,815701.8455461417,87416.71375125211
5.86590730875172e+30,101128.8895370792,191134.03127445347,818.7132225705409,4346.995889371988,816937.5241209836,87587.51525690404
6.47269307128795e+30,100954.12518023218,190805.74143430687,817.2231247096448,4339.971026832868,818168.7575934298,87758.02378720685
7.144922803316714e+30,100779.68215347148,190477.9954080853,815.737100182725,4332.951488205859,819395.5554012957,87928.23982366428
7.885708039442255e+30,100605.55933552046,190150.79284962866,814.2551153082833,4325.937367145044,820617.926963222,88098.16384698816
8.699643478047401e+30,100431.75561671348,189824.13340328386,812.7771368511815,4318.928755790411,821835.8816844283,88267.79633743865
9.592919844915393e+30,100258.26989966644,189498.0167031998,811.3031320028358,4311.925744814971,823049.4289569906,88437.13777484515
1.0573323893229875e+31,100085.10109927673,189172.44237332753,809.8330683812173,4304.928423424753,824258.5781598408,88606.18863860628
1.1650238403574904e+31,99912.24814272321,188847.4100274203,808.3669140308515,4297.936879358812,825463.3386587678,88774.94940768988
1.2834642183934948e+31,99739.70996946632,188522.9192690334,806.9046374228184,4290.95119888922,826663.7198064162,88943.42056063305
1.4139110069694875e+31,99567.48553124793,188198.96969152425,805.4462074547527,4283.971466821074,827859.7309422872,89111.60257554211
1.5577812923639974e+31,99395.57379209145,187875.56087805252,803.9915934508434,4276.997766492489,829051.3813927384,89279.49593009261
1.7166517635955926e+31,99223.97372830179,187552.6924015799,802.5407651618344,4270.030179774603,830238.6804709835,89447.10110152932
1.8922587124228835e+31,99052.68432846536,187230.36382487023,801.093692765024,4263.068787071577,831421.6374770927,89614.41856666624
2.086498033344521e+31,98881.70459345006,186908.5747004895,799.650346864265,4256.113667320592,832600.2616979922,89781.44880188664
2.3014252235991964e+31,98711.03353640533,186587.32457080577,798.2106984899648,4249.164897991848,833774.562407465,89948.19228314298
2.539255383165643e+31,98540.67018276209,186266.61296798932,796.7747190990855,4242.222555088571,834944.54886615,90114.649485957
2.8023632147626334e+31,98370.61357023273,185946.43941401254,795.3423805751436,4235.286713147006,836110.2303215426,90280.82088541957
3.093283023848982e+31,98200.86274881123,185626.80342064987,793.9136552282101,4228.357445236417,837271.6160079946,90446.70695619092
3.4147087186235434e+31,98031.41678077297,185307.70448947794,792.4885157949109,4221.434822959096,838428.7151467138,90612.30817250043
3.7694938100252155e+31,97862.27474067494,184989.14211187555,791.066935438426,4214.518916450348,839581.5369457647,90777.62500814674
4.160651411732933e+31,97693.43571535553,184671.11576902357,789.6488877484903,4207.609794378507,840730.0906000677,90942.65793649771
4.591354240165674e+31,97524.89880393473,184353.62493190498,788.2343467413932,4200.707523944923,841874.3852913999,91107.40743049042
5.0654803169807725e+31,97356.66312075363,184036.6690582035,786.8232867917563,4193.812171046942,843014.4301897231,91271.87396272893
5.59107207094268e+31,97188.7278343797,183720.24755149355,785.4156822135303,4186.923801023187,844150.234469074,91436.05800673387
6.171499692215541e+31,97021.09213303245,183404.3597979411,784.011508385212,4180.0424757973005,845281.8072908131,91599.96003576342
6.809927622263164e+31,96853.75520784628,183089.00518328103,782.6107411768387,4173.168255753714,846409.1577995264,91763.58052235088
7.510827015296584e+31,96686.71625673422,182774.18308866918,781.2133567588518,4166.3012002476735,847532.2951251372,91926.91993844298
8.279975738274065e+31,96519.97448438795,182459.8928906823,779.8193316020968,4159.441367605241,848651.2283829051,92089.97875539979
9.124458370901104e+31,96353.52910227772,182146.13396131806,778.428642477823,4152.5888151232975,849765.9666734268,92252.75744399481
1.0052666205630421e+32,96187.3793286525,181832.9056679951,777.0412664576837,4145.743599069541,850876.5190826352,92415.25647441491
1.1074297247661975e+32,96021.52438853985,181520.20737355296,775.6571809137364,4138.9057746824865,851982.8946818003,92577.47631626035
1.220035621494294e+32,95855.96351374593,181208.0384362521,774.276363518442,4132.075396171465,853085.1025275285,92739.4174385448
1.3443154538167737e+32,95690.69594285559,180896.3982097739,772.8987922446661,4125.252516716628,854183.1516617633,92901.08030969529
1.4816310360777997e+32,95525.72092123226,180585.2860432207,771.5244453656775,4118.437188468938,855277.0511117846,93062.46539755225
1.63347485389626e+32,95361.03770101805,180274.70128111567,770.1533014551496,4111.629462550182,856366.8098902091,93223.57316936954
1.8014700641657646e+32,95196.64554113366,179964.6432634031,768.7853393871594,4104.829389052959,857452.4369949902,93384.40409181434
1.9873704950546455e+32,95032.54370727847,179655.11132544797,767.420538336188,4098.037017040688,858533.9414094179,93544.9586309673
2.193060646005959e+32,94868.73147193044,179346.10479803634,766.0588777771204,4091.2523945476023,859611.3321021191,93705.23725232237
2.4205556877374838e+32,94705.2081143462,179037.62300737516,764.7003374852457,4084.4755685787554,860684.6180270573,93865.24042078698
2.672001462241722e+32,94541.97292056098,178729.66527509232,763.3448975362566,4077.7065851100165,861753.8081235327,94024.96860068191
2.949674482785897e+32,94379.02518338867,178422.2309182366,761.9925383062503,4070.945489088072,862818.9113161822,94184.4222557413
3.2559819339119575e+32,94216.36420242178,178115.3192492777,760.6432404717275,4064.1923244304257,863879.9365149795,94343.60184911272
3.593461671436574e+32,94053.98928403146,177808.9295761063,759.2969850095932,4057.4471340253986,864936.892615235,94502.50784335715
3.964782222451139e+32,93891.89974136747,177503.06120203398,757.9537531971561,4050.7099597321285,865989.7884975953,94661.14070044889
4.375128845268247e+32,93730.09490512441,177197.71341435777,756.6135264159038,4043.9808428598794,867038.6330335479,94819.5008821648
4.829535158944142e+32,93568.57413205726,176892.88547580218,755.2762864635552,4037.2598231318457,868083.4350869576,94977.58885029673
5.330114185202871e+32,93407.33677936894,176588.57665141954,753.9420157349593,4030.5469384126313,869124.203502742,95135.4050657861
5.880033979828758e+32,93246.38220812357,176284.7862046237,752.6106968345869,4023.8422258462024,870160.9471105925,95292.94998891433
6.483532890216995e+32,93085.70978328519,175981.51339714785,751.2823125751472,4017.145721859665,871193.6747249983,95450.22407930443
7.145919555373641e+32,92925.31887371783,175678.7574890447,749.9568459775883,4010.4574621632637,872222.3951452465,95607.22779592089
7.873572905915618e+32,92765.2088521855,175376.5177386865,748.6342802710967,4003.77748175038,873247.1171554219,95763.96159706978
8.673942164070717e+32,92605.37909535218,175074.79340276474,747.3145988930978,3997.1058148975353,874267.8495244072,95920.4259403987
9.555546843677595e+32,92445.82898378183,174773.58373629054,745.9977854892556,3990.44249516439,875284.6010058827,96076.6212828968
1.0527976750185777e+33,92286.5579019384,174472.8879925944,744.6838239134729,3983.787555393742,876297.3803383269,96232.54808089476
1.1601891980655649e+33,92127.56523818577,174172.70542332626,743.3726982278909,3977.1410277115274,877306.1962450158,96388.20679006485
1.2789022923758466e+33,91968.85038478783,173873.03527845556,742.0643927028896,3970.5029435268225,878311.0574340231,96543.59786542083
1.4102170259776357e+33,91810.41273790845,173573.87680627118,740.7588918170876,3963.87333353184,879311.9725982207,96698.72176131803
1.5555204960602303e+33,91652.25169761146,173275.22925338137,739.4561802573423,3957.252227701933,880308.950415278,96853.5789314533
1.7163068289740163e+33,91494.36666786065,172977.09186471396,738.15624291875,3950.639655295592,881301.9995476623,97008.16982886508
1.894177180230466e+33,91336.75705651983,172679.46388351617,736.8590649046449,3944.035644854446,882291.1286426387,97162.49490593332
2.0908397345021375e+33,91179.42227535273,172382.34455135465,735.5646315266008,3937.440224203264,883276.3463322702,97316.55461437949
2.308109705622676e+33,91022.36174002312,172085.73310811553,734.2729283044295,3930.853420449951,884257.6612334173,97470.34940526668
2.547909336586815e+33,90865.57487009467,171789.62879200437,732.9839409661816,3924.275259985553,885235.0819477388,97623.87972899943
2.812267899550372e+33,90709.06108903109,171494.0308395462,731.6976554481467,3917.7057684842525,886208.6170616909,97777.14603532391
3.103321695830252e+33,90552.81982419603,171198.93848558553,730.4140578948528,3911.1449709033723,887178.2751465277,97930.14877332776
3.42383318701882e+33,90396.85050801995,170904.35096200876,729.1331346277062,3904.5928915733043,888144.0647591604,98082.88839149341
3.7791827853183156e+33,90241.15258863727,170610.26748644136,727.8548720803473,3898.049554316948,889105.9944478322,98235.36533810104
4.1714515599318874e+33,90085.72551899547,170316.68727431083,726.579257183252,3891.5149813203043,890064.0727432306,98387.58006069974
4.602827739894995e+33,89930.56875359264,170023.60954181378,725.3062770642297,3884.989194107553,891018.3081598887,98539.53300610285
5.0763764284955304e+33,89775.68174931493,169731.03350494953,724.0359189941097,3878.47221370633,891968.7091971139,98691.22462043798
5.596039603273816e+33,89621.06396543658,169438.95837952005,722.7681703867406,3871.964060647727,892915.2843389877,98842.65534914701
6.166636116022606e+33,89466.71486361991,169147.38338112994,721.5030187989912,3865.4647549662895,893858.0420543656,98993.82563698606
6.793861692787083e+33,89312.63390791533,168856.30772518655,720.2404519307495,3858.9743162000213,894796.9907968778,99144.73592802549
7.484288933864813e+33,89158.82056476132,168565.7306268999,718.9804576249236,3852.4927633903803,895732.139004928,99295.38666564996
8.245367313805995e+33,89005.27430298441,168275.6513012826,717.7230238674406,3846.0201150822786,896663.4951016947,99445.77829255837
9.085423181413016e+33,88851.99459379923,167986.06896315003,716.468138787248,3839.5563893240856,897591.0674951302,99595.91125076388
1.0013659759740643e+34,88698.98091080855,167696.98282712023,715.215790656313,3833.1016036676265,898514.8645779608,99745.78598159383
1.1040157146096335e+34,88546.2327300031,167408.3921076139,713.9659678896218,3826.6557751681808,899434.8947276875,99895.40292568992
1.2175872312040023e+34,88393.74952976177,167120.2960188544,712.7186590451806,3820.2189203844828,900351.1663065852,100044.76252300812
1.3432639103383773e+34,88241.53079085148,166832.69377486774,711.4738528240156,3813.791055378724,901263.6876617027,100193.86521281853
1.4823168240192013e+34,88089.5759964273,166545.58458948275,710.2315380701725,3807.3721957165526,902172.4671248634,100342.71143370561
1.6361047316781972e+34,87937.88463203232,166258.96767633074,708.9917037707165,3800.962356467069,903077.5130126646,100491.30162356804
1.8060740801723394e+34,87786.4561855977,165972.84224884582,707.7543390557324,3794.5615522028297,903978.833626478,100639.6362196188
1.9937590037838004e+34,87635.29014744268,165687.2075202647,706.519433198325,3788.169796999849,904876.4372524492,100787.71565838506
2.200781324219984e+34,87484.38601027467,165402.0627036269,705.2869756146189,3781.7871044375956,905770.332161498,100935.54037570825
2.428850550613595e+34,87333.74326918903,165117.40701177448,704.0569558637578,3775.4134875989935,906660.5266093187,101083.11080674412
2.6797638807210153e+34,87183.36142166927,164833.23965735218,702.8293636479054,3769.0489590704206,907547.0288363794,101230.42738596264
2.957247394945919e+34,87033.23997098976,164549.55984899646,701.6041887454187,3762.693531152113,908429.8470710971,101377.49054733456
3.2643916771648553e+34,86883.37842746306,164266.36679041773,700.3814211939439,3756.347215244998,909308.989527822,101524.30072427166
3.6026547845760275e+34,86733.7763021218,163983.65968712463,699.1610512647682,3750.01002195896,910184.4644032808,101670.85834937486
3.974213300982584e+34,86584.4331075868,163701.4377451759,697.9430693270174,3743.681961561747,911056.2798792188,101817.1638545557
4.3819623367925e+34,86435.34835806706,163419.70017118042,696.7274658476566,3737.3630439789745,911924.4441224,101963.2176710363
4.829515529018657e+34,86286.5215693597,163138.44617229712,695.5142313914902,3731.0532787941233,912788.9652846074,102109.02022934932
5.321205041278983e+34,86137.95225885,162857.67495623502,694.3033566211604,3724.7526752485373,913649.8515026427,102254.57195933809
5.862081563796359e+34,85989.63994551133,162577.3857312531,693.094832297149,3718.4612422414248,914507.1108983271,102399.87329015654
6.457914313398448e+34,85841.58414990529,162297.57770616063,691.8886492777763,3712.178988329862,915360.7515784998,102544.92465026914
7.115191033517806e+34,85693.78439418162,162018.25009031684,690.684798519202,3705.9059217287895,916210.781635019,102689.72646745098
7.841117994192095e+34,85546.24020207816,161739.402093631,689.4832710754241,3699.642050311011,917057.209144762,102834.27916878779
8.643619992063942e+34,85398.95109892088,161461.03292656256,688.2840580982795,3693.3873816071964,917900.0421696252,102978.58318067587
9.531340350380683e+34,85251.91661162395,161183.141800121,687.0871508374444,3687.1419228058808,918739.2887565233,103122.6389288221
1.0513640918994544e+35,85105.13626868972,160905.7279258659,685.8925406404336,3680.9056807534657,919574.9569373898,103266.44683824394
1.160060207436292e+35,84958.6096002086,160628.7905159069,684.7002189526007,3674.678661954215,920407.0547291775,103410.00733326952
1.280302271954821e+35,84812.33613785918,160352.3287829037,683.5101773171382,3668.4608725702587,921235.590133858,103553.32083753754
1.4132420284217412e+35,84666.31541490821,160076.3419400661,682.3224073750774,3662.2523184215925,922060.5711384215,103696.38777399727
1.5601030724642384e+35,84520.54696621062,159800.82920115412,681.1369008652891,3656.0530049860777,922882.005714877,103839.20856490856
1.722180852370029e+35,84375.03032820941,159525.78978047761,679.953649624482,3649.862937399439,923699.9018202526,103981.78363184193
1.9008426690873322e+35,84229.76503893576,159251.22289289662,678.772645587204,3643.6821204552657,924514.2673965951,104124.11339567848
2.0975276762248115e+35,84084.75063800902,158977.12775382135,677.5938807858423,3637.5105586050145,925325.1103709702,104266.19827660985
2.314199950544367e+35,83939.9866670442,158703.5035787087,676.4173473370064,3631.3482560074804,926132.438656179,104408.03869417534
2.5544309025837706e+35,83795.47267245247,158430.34957995624,675.2430374494018,3625.195216511901,926936.2601532564,104549.63506741468
2.8195315042328664e+35,83651.20820232111,158157.66497082895,674.0709435503874,3619.0514432012433,927736.5827454785,104690.98781456333
3.111010279785949e+35,83507.19280572975,157885.44896574906,672.9010581500859,3612.9169388680752,928533.4143009834,104832.09735315065
3.430964586476406e+35,83363.42603291733,157613.70078005415,671.7333738256131,3606.791706070702,929326.7626733094,104972.96410002545
3.782080614476815e+35,83219.90743528197,157342.4196299971,670.5678832210785,3600.675747133164,930116.6357013951,105113.58847135596
4.16763338689888e+35,83076.63656538112,157071.6047327462,669.4045790475851,3594.56906414524,930903.0412095796,105253.97088262984
4.5914867597933054e+35,82933.6129769315,156801.25530638517,668.24345408323,3588.471658962449,931685.9870076019,105394.1117486541
5.0580934221498804e+35,82790.83622480913,156531.37056991307,667.0845011731035,3582.383533206046,932465.4808906014,105534.01148355518
5.5724948958976255e+35,82648.30586504926,156261.94974324436,665.9277132292896,3576.304688263023,933241.530639118,105673.67050077893
6.140321535904694e+35,82506.0214548464,155992.9920472088,664.7730832308658,3570.2351252861085,934014.144019092,105813.08921309067
6.767792529978198e+35,82363.98255255439,155724.4967035516,663.6206042239038,3564.1748451937715,934783.3287818634,105952.26803257503
7.461715898864312e+35,82222.18871768634,155456.46293493337,662.4702693214683,3558.123848670218,935549.0926641729,106091.20737063608
8.22948849624851e+35,82080.63951091458,155188.88996493007,661.3220717036181,3552.0821361653902,936311.4433881614,106229.90763799736
9.079096008755413e+35,81939.33449407075,154921.77701803294,660.1760046174049,3546.0497078949675,937070.3886613704,106368.36924470175
1.0019112955948519e+36,81798.27323014576,154655.12331964876,659.0320613768749,3540.0265638403694,937825.9361767411,106506.59260011157
1.1058702690330379e+36,81657.45528328982,154388.92809609964,657.8902353630676,3534.012703748752,938578.0936126154,106644.57811290852
1.2207617397342934e+36,81516.88021881235,154123.190574623,656.7505200240159,3528.0081271330077,939326.8686327352,106782.32619109374
1.3476198095367288e+36,81376.5476031821,153857.90998337165,655.6129088747464,3522.012833271767,940072.2688862433,106919.83724198781
1.4875374635723316e+36,81236.45700402706,153593.08555141382,654.4773954972796,3516.0268212093993,940814.302007682,107057.11167223063
1.6416665702669918e+36,81096.60799013455,153328.7165087332,653.3439735406297,3510.0500897560114,941552.9756169943,107194.14988778158
1.811223890614865e+36,80957.00013145347,153064.80208622498,652.2126367206457,3504.0826374880776,942288.2973195332,107330.95229391985
1.9988542079031466e+36,80817.63300008258,152801.34151438414,651.0833787981421,3498.1244628459885,943020.2747084983,107467.51929536673
2.2064533802144117e+36,80678.50617041445,152538.33402360138,649.9561936680651,3492.1755638019536,943748.9153618495,107603.85129615504
2.435031864882645e+36,80539.61921760674,152275.7788457947,648.8310753190236,3486.2359379883637,944474.2268413513,107739.9486995616
2.68608269833137e+36,80400.97171774111,152013.67521396463,647.7080177857737,3480.30558287864,945196.2166946165,107875.81190819791
2.961581496073601e+36,80262.56324782319,151752.02236219432,646.5870151492189,3474.3844957872357,945914.8924551064,108011.44132401024
3.263986452711755e+36,80124.39338578262,151490.8195256497,645.4680615364109,3468.4726738696395,946630.2616421296,108146.8373482795
3.5962383419377114e+36,79986.46171047304,151230.06594057937,644.3511511205487,3462.5701141223717,947342.3317608433,108282.0003816213
3.9617605165329165e+36,79848.76780167205,150969.76084431447,643.2362781209787,3456.6768133829837,948051.1103022527,108416.93082398601
4.364458908368311e+36,79711.31124008117,150709.9034752688,642.1234368031947,3450.7927683300604,948756.6047432112,108551.6290746587
4.808722028404208e+36,79574.09160732599,150450.4930729389,641.0126214788388,3444.9179754832207,949458.82254642,108686.09553225913
5.2994209666903724e+36,79437.10848595611,150191.52887790394,639.9038265057001,3439.0524312031157,950157.7711604288,108820.33059474171
5.841909392366177e+36,79300.361459445,149933.01013182575,638.7970462877154,3433.1961316914276,950853.458019635,108954.33465939568
